minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
12,Wile E. Coyote,0.6222134209726352,35.12475999625546,15.605921457382983,38.426128029589464,5.243820755821157,28.759286820456197,14.095502541331355,25.88366322156626
12,Tweety,0.5987629617544316,25.389993699833024,12.718351063960624,35.851494492449554,5.667807448800666,24.067881997630778,11.776242069271673,23.234624809077467
12,Penelope,0.6085523913655762,25.783569234516975,15.84349325700956,30.520940043225984,8.516427872418355,21.361293104204513,11.332362129101657,19.245146659312944
12,Daffy Duck,0.6380163961843054,27.49356771616653,15.131724628690993,34.86604487928678,4.888029418265962,18.85205667162332,14.71616646550728,31.25225388024152
24,Sylvester,0.6019131502099772,31.80689332618068,15.136947183258076,34.84628354277078,10.213444885682696,18.12367678770098,14.28608150733291,28.122775217149545
24,Marvin the Martian,0.6130133841315885,31.648386701115925,13.52004477761958,30.207174455820336,6.292256023291661,20.05147338398402,14.954073922679108,27.577270986733573
24,Road Runner,0.6281070644004464,27.682070922518005,13.147463732526223,36.37618488175043,7.989480693376375,25.4026918556932,14.292805886397607,27.290457834337168
24,Foghorn Leghorn,0.6228188603444874,30.573525268690226,15.6425379509824,32.98205165689825,6.155515844924716,20.76560636487462,9.276990310497338,20.22340871917398
24,Bugs Bunny,0.6425939720992496,29.402137520131845,15.021522913052735,32.868571402095476,6.56334328003868,17.842345069217426,12.303721664220696,27.4216574297373
24,Elmer Fudd,0.6234787095014366,32.41820211042795,15.392406365684883,38.69777978540477,2.6901974073604578,21.008300691219002,16.104196729835483,34.20166899638993
24,Lola Bunny,0.6367065863248574,33.70318290133638,14.50719993804246,33.34525549897274,2.9604312699639963,22.234302107614635,15.192783210364848,30.275150574814653
24,Porky Pig,0.6081047462450452,31.289098610862908,15.914895558836074,34.561375598038374,6.0592002656672275,17.39266092320988,11.665005347531917,25.67864028313494
24,Tasmanian Devil,0.6148132544951668,26.281337298456794,16.027698189950055,32.78082929388916,5.672237131223906,27.138272558889025,7.573844337941595,12.820248416564972
24,Gossamer,0.6014371706541785,31.984210168802733,15.769717996239596,31.237186499191466,5.338720488574589,15.246045158757477,13.56757838529455,27.608355408127203
24,Granny,0.6240284813239767,30.422089909025022,13.969401980339917,34.14285348082044,6.043546479689165,17.178533633758608,14.416634616502343,31.287635069228322
24,Wile E. Coyote,0.6075554804545448,35.02162128022521,12.589289882239939,34.519089864968926,3.995210740796042,26.036798811595396,12.185834355676427,23.72517204809013
24,Tweety,0.6230181542340713,25.533326070638562,14.65637072160382,34.3003665886611,8.697724331917476,27.83007281228594,11.715056980033838,19.44711933175654
24,Penelope,0.6094799481888297,26.69594051981555,15.06535306023091,29.996175700758656,7.741798015261555,19.91534699520059,11.477568978019205,20.79785235110179
24,Daffy Duck,0.6283605330428204,27.644752473537082,16.300425671350695,34.952358873320364,5.473106986451649,23.842669303798505,13.92778446061836,25.786271455419133
36,Sylvester,0.6143342154324654,29.37331977672591,14.377445241550843,35.42841645188363,7.211429375158587,19.320285232205492,15.636656189253143,31.249082907160066
36,Marvin the Martian,0.6090879555763273,28.803655488322185,14.963288315969548,30.58349308740392,8.574644811200763,26.41540081038105,7.77564239984733,12.017247812094418
36,Road Runner,0.6145838447895912,27.31053896838707,14.4861551181396,36.57413684742991,5.261838007195475,27.09137326397184,15.143302197946698,26.67709149311279
36,Foghorn Leghorn,0.6242377302087082,32.217019838345045,14.754855993720218,35.29833585267313,5.291413304127888,18.661843872981482,14.921716212562147,31.702489424967347
36,Bugs Bunny,0.6260742793130922,33.13772182927266,18.222415837533568,32.742704645006086,5.243081952500822,17.97155406660817,18.79006548634758,34.24771723018953
36,Elmer Fudd,0.6220457613405574,31.02179988678223,15.913178348382027,34.45345869329929,3.962151367298164,27.48444883398988,16.19362386181049,26.943915306952135
36,Lola Bunny,0.6465343261113456,32.039408088736145,14.9651355339149,35.95433411493673,2.649570064668283,22.67955940815308,17.004802059929595,34.296872679601655
36,Porky Pig,0.6173956104538281,32.71661616306215,15.113153984598066,36.494765689557745,7.1443515682719285,22.959416142229742,13.70580942053983,27.06424416986109
36,Tasmanian Devil,0.6083608764473384,28.72642128167343,13.904876960850903,36.34310950658776,4.29256796042569,21.671424794162405,11.06980987761979,24.593153440275948
36,Gossamer,0.6138710996371568,32.946213036923226,15.593303586908336,36.463089823072174,5.450352661282054,14.50345349258155,12.37790247214705,30.420145442860324
36,Granny,0.613881036181135,29.274014442365402,14.395670834152323,37.04643594761757,6.908664650554337,15.697486688745471,14.776000234543922,33.298040210627796
36,Wile E. Coyote,0.6077702688551317,29.737194720800243,14.104912739622954,34.4083080912475,6.209965698340005,21.187688405309018,14.035536428680265,27.32371478733456
36,Tweety,0.6133962621468457,26.982848507568132,12.415050982343843,34.24240897939091,8.5262993994693,24.095219761747753,12.103150520806391,23.148751817468117
36,Penelope,0.6057808162722206,25.194828176308867,14.477159629844003,30.40449902871586,7.625936120305885,17.69533989765054,12.156148396069922,23.35743618362344
36,Daffy Duck,0.6241573625927657,32.20864459274549,14.715204022030253,34.85332706575936,6.767404823211047,20.248349279210338,13.86067836389523,28.62645452753751
